carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1424194739575704}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0029831156431834}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8487187998404357}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 0.9955009563182914}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1256506701422304}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6964296}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1505496057523772}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0139089483065573}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8445929868988221}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0051999289041744}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1379926499783675}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.69940567}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1520308984702614}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0252427199434202}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8485859631524423}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.008736105448927}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.136372803578822}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7004887}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1547355164161845}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0244638099444743}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8540996019834649}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0147258493825335}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.144231368106986}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7025113}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1506022411410208}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0174231903020508}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8508934722279236}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0022729599061173}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1172284553819465}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6980119}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1521555928414682}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0235799985647345}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8687785248974274}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0271100231414958}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1552040530533394}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7050396}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1547465196954299}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 0.993789589530685}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8464789585629482}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0089879377722757}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1578846802217764}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.70023394}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1540468825539356}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0098108003858313}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8536186891546622}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0145289514352043}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.146031695193883}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7014276}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1485205009769313}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.008464619096077}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8482131634267241}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 0.9986220089201192}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1368582158155496}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6981292}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.153154710105633}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.010622596647763}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8419947790615052}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0100519060017192}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1397947044139651}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6997239}"
